Abandon Hope|TMP=66
Spiraling Duelist|MBS=17
Spiraling Embers|SOK=14
Spire Barrage|ZEN=13
Spire Golem|DST=34
Spire Monitor|NPH=13
Spire Owl|USG=30
Spire Serpent|MBS=12
Spire Tracer|GTC=14
Spirit Away|AVR=32
Spirit Cairn|JUD=42
Spirit en-Dal|FUT=22
Spirit en-Kor|STH=30
Spirit Flare|TOR=26
Spirit Link|10E=41
Spirit Link|4ED=112
Spirit Link|5ED=120
Spirit Link|6ED=62
Spirit Link|7ED=70
Spirit Link|8ED=62
Spirit Link|9ED=31
Spirit Link|LEG=924
Spirit Loop|TSP=51
Spirit Mantle|M12=41
Spirit Mantle|PC2=46
Spirit Mirror|TMP=177
Spirit of Resistance|INV=98
Spirit of the Hearth|EVE=101
Spirit of the Night|MIR=1065
Spirit Shackle|4ED=88
Spirit Shackle|LEG=72
Spirit Shield|FEM=144
Spirit Weaver|10E=22
Spirit Weaver|INV=40
Spiritmonger|APC=822
Spiritual Asylum|NMS=112
Spiritual Focus|MMQ=80
Spiritual Guardian|POR=273
Spiritual Sanctuary|LEG=1052
Spiritual Visit|SOK=15
Spiritualize|ODY=44
Spite // Malice|INV=54
Spitebellows|COM=23
Spitebellows|MOR=22
Spiteflame Witch|SHM=18
Spiteful Bully|NMS=30
Spiteful Shadows|DKA=13
Spiteful Visions|SHM=68
Spitemare|EVE=46
Spitfire Handler|ONS=36
Spitting Drake|6ED=44
Spitting Drake|VIS=63
Spitting Earth|10E=16
Spitting Earth|6ED=30
Spitting Earth|7ED=30
Spitting Earth|MIR=42
Spitting Earth|PO2=38
Spitting Earth|POR=48
Spitting Earth|S99=52
Spitting Gourna|ONS=26
Spitting Hydra|STH=78
Spitting Image|EVE=132
Spitting Sliver|PLC=16
Spitting Slug|DRK=88
Spitting Slug|TSB=21
Spitting Spider|8ED=48
Spitting Spider|PCY=44
Splatter Thug|RTR=13
Splinterfright|ISD=52
Splintering Wind|ALL=123
Splinter|BOK=24
Splinter|UDS=46
Split-Tail Miko|BOK=14
Splitting Headache|SHM=14
Spoils of Evil|ICE=141
Spoils of the Vault|MRD=154
Spoils of Victory|PTK=3750
Spoils of War|ICE=120
Spontaneous Combustion|TMP=69
Spontaneous Generation|MMQ=138
Spore Burst|CFX=19
Spore Cloud|FEM=64
Spore Flower|FEM=144
Spore Frog|PCY=52
Sporeback Troll|DIS=13
Sporesower Thallid|TSP=54
Sporogenesis|USG=112
Sporoloth Ancient|FUT=17
Spotted Griffin|POR=48
Spread the Sickness|MBS=12
Spreading Algae|8ED=54
Spreading Algae|USG=54
Spreading Plague|INV=96
Spreading Seas|ZEN=21
Spring Cleaning|LRW=13
Spring of Eternal Peace|PTK=118
Springing Tiger|ODY=28
Springjack Knight|LRW=13
Springjack Pasture|EVE=173
Springjack Shepherd|EVE=26
Springleaf Drum|LRW=108
Sprite Noble|TSP=48
Sprout Swarm|FUT=18
Sprouting Phytohydra|DIS=72
Sprouting Thrinax|ALA=34
Sprouting Vines|SCG=26
Sprout|TSP=14
Spur Grappler|PCY=28
Spurnmage Advocate|COM=19
Spurnmage Advocate|JUD=42
Spurred Wolverine|ONS=26
Spy Network|ONS=28
Squadron Hawk|M11=48
Squall Drifter|CSP=14
Squall Line|TSP=36
Squallmonger|COM=17
Squallmonger|MMQ=40
Squall|7ED=30
Squall|MMQ=30
Squall|S99=46
Squandered Resources|VIS=216
Squeaking Pie Grubfellows|MOR=14
Squeaking Pie Sneak|LRW=19
Squealing Devil|DIS=20
Squee's Embrace|APC=34
Squee's Revenge|APC=38
Squee's Toy|TMP=48
Squee, Goblin Nabob|10E=389
Squee, Goblin Nabob|MMQ=960
Squeeze|MMQ=84
Squelch|CHK=23
Squire|DRK=64
Squire|TSB=20
Squirming Mass|UDS=32
Squirrel Mob|ODY=1118
Squirrel Nest|ODY=664
Squirrel Wrangler|PCY=234
Stab Wound|RTR=13
Stabbing Pain|M11=13
Stabilizer|SCG=86
Staff of Domination|5DN=1074
Staff of Nin|M13=66
Staff of the Ages|ICE=120
Staff of Zegon|ATQ=72
Stag Beetle|ONS=72
Stalker Hag|EVE=21
Stalking Assassin|INV=78
Stalking Bloodsucker|ODY=88
Stalking Stones|MRD=46
Stalking Stones|TMP=78
Stalking Tiger|10E=15
Stalking Tiger|6ED=30
Stalking Tiger|MIR=42
Stalking Tiger|POR=48
Stalking Tiger|PTK=126
Stalking Vengeance|DIS=90
Stalking Yeti|CSP=21
Stamina|MMQ=42
Stampede Driver|NMS=46
Stampede|5ED=132
Stampede|ICE=123
Stampeding Rhino|M12=12
Stampeding Serow|SOK=23
Stampeding Wildebeests|10E=23
Stampeding Wildebeests|VIS=66
Stand // Deliver|INV=48
Stand Firm|5DN=24
Stand or Fall|INV=82
Stand Together|DST=40
Standard Bearer|APC=32
Standardize|ONS=74
Standing Stones|DRK=88
Standing Troops|6ED=28
Standing Troops|7ED=30
Standing Troops|8ED=32
Standing Troops|EXO=30
Standstill|ODY=1176
Stangg|CHR=102
Stangg|LEG=1112
Star Compass|8ED=52
Star Compass|PLS=48
Starke of Rath|TMP=120
Starlight Invoker|10E=20
Starlight Invoker|LGN=28
Starlight|7ED=46
Starlight|POR=72
Starlit Angel|POR=606
Starlit Sanctum|ONS=102
Starstorm|ONS=324
Starved Rusalka|GPT=19
Stasis Cell|RAV=14
Stasis Cocoon|5DN=26
Stasis|2ED=2632
Stasis|3ED=684
Stasis|4ED=784
Stasis|5ED=666
Stasis|LEA=56436
Stasis|LEB=25936
Statecraft|MMQ=96
Static Orb|7ED=220
Static Orb|TMP=336
Staunch Defenders|6ED=52
Staunch Defenders|7ED=44
Staunch Defenders|8ED=46
Staunch Defenders|TMP=69
Stave Off|M12=12
Steadfast Guard|10E=16
Steadfast Guard|MMQ=28
Steadfastness|POR=51
Steadfastness|S99=40
Steady Progress|SOM=13
Steal Artifact|2ED=288
Steal Artifact|3ED=92
Steal Artifact|4ED=92
Steal Artifact|5ED=78
Steal Artifact|7ED=48
Steal Artifact|8ED=48
Steal Artifact|LEA=2376
Steal Artifact|LEB=976
Steal Enchantment|TMP=99
Steal Strength|PCY=28
Stealer of Secrets|RTR=13
Steam Blast|USG=50
Steam Catapult|PO2=2162
Steam Frigate|PO2=36
Steam Spitter|CSP=22
Steam Vents|GPT=1582
Steam Vents|RTR=808
Steam Vines|ODY=40
Steamclaw|ODY=40
Steamcore Weird|GPT=13
Steamflogger Boss|FUT=61
Steel Golem|10E=27
Steel Golem|WTH=72
Steel Hellkite|SOM=83
Steel Leaf Paladin|PLS=28
Steel Overseer|M11=530
Steel of the Godhead|SHM=43
Steel Sabotage|MBS=13
Steel Wall|MRD=30
Steelclad Serpent|ALA=14
Steeling Stance|DIS=13
Steelshaper Apprentice|DST=102
Steelshaper's Gift|5DN=782
Steely Resolve|ONS=490
Stench of Decay|ALL=45
Stench of Evil|ICE=78
Stenchskipper|MOR=39
Stensia Bloodhall|ISD=34
Steppe Lynx|ZEN=17
Sterling Grove|INV=936
Stern Judge|TOR=40
Stern Marshal|POR=288
Stern Mentor|AVR=19
Stern Proctor|USG=48
Steward of Valeron|ALA=16
Stifle|SCG=3628
Stigma Lasher|EVE=231
Still Life|ODY=42
Stillmoon Cavalier|EVE=581
Stingerfling Spider|M12=17
Stinging Barrier|MMQ=30
Stinging Licid|TMP=66
Stingmoggie|MOR=14
Stingscourger|PLC=18
Stinkdrinker Bandit|MOR=24
Stinkdrinker Daredevil|LRW=14
Stinkweed Imp|RAV=37
Stir the Grave|BOK=14
Stir the Pride|DST=36
Stirring Wildwood|WWK=130
Stitch in Time|GPT=114
Stitch Together|COM=73
Stitch Together|JUD=154
Stitched Drake|ISD=14
Stitcher's Apprentice|ISD=13
Stoic Angel|ALA=124
Stoic Champion|LGN=42
Stoic Ephemera|DIS=19
Stoic Rebuttal|SOM=15
Stolen Goods|AVR=34
Stolen Grain|PTK=508
Stolen Identity|GTC=83
Stomp and Howl|DIS=19
Stomping Ground|GPT=1912
Stomping Ground|GTC=1277
Stomping Slabs|MOR=19
Stone Calendar|DRK=764
Stone Catapult|PTK=2010
Stone Giant|2ED=180
Stone Giant|3ED=88
Stone Giant|4ED=88
Stone Giant|5ED=69
Stone Giant|LEA=1920
Stone Giant|LEB=796
Stone Golem|M11=19
Stone Idol Trap|WWK=34
Stone Kavu|PLS=28
Stone Rain|2ED=120
Stone Rain|3ED=64
Stone Rain|4ED=64
Stone Rain|5ED=51
Stone Rain|6ED=34
Stone Rain|7ED=34
Stone Rain|8ED=34
Stone Rain|9ED=17
Stone Rain|CHK=15
Stone Rain|ICE=51
Stone Rain|LEA=1836
Stone Rain|LEB=1080
Stone Rain|MIR=48
Stone Rain|MMQ=32
Stone Rain|PO2=50
Stone Rain|POR=54
Stone Rain|PTK=242
Stone Rain|S99=54
Stone Rain|TMP=48
Stone Spirit|5ED=69
Stone Spirit|ICE=63
Stone-Seeder Hierophant|RAV=13
Stone-Throwing Devils|ARN=1324
Stone-Tongue Basilisk|ODY=82
Stonebrow, Krosan Hero|TSP=43
Stonecloaker|PLC=41
Stonefare Crocodile|RTR=14
Stoneforge Mystic|WWK=935
Stonehands|ICE=45
Stonehewer Giant|MOR=536
Stonehorn Dignitary|M12=14
Stoneshaker Shaman|RAV=19
Stonewood Invocation|TSP=45
Stonewood Invoker|LGN=28
Stonework Puma|ZEN=13
Stonewright|AVR=21
Stony Silence|ISD=44
Stonybrook Angler|LRW=13
Stonybrook Banneret|MOR=28
Stonybrook Schoolmaster|MOR=16
Storage Matrix|9ED=47
Storage Matrix|UDS=86
Storm Cauldron|6ED=96
Storm Cauldron|7ED=92
Storm Cauldron|ALL=123
Storm Crow|6ED=32
Storm Crow|7ED=30
Storm Crow|8ED=32
Storm Crow|9ED=16
Storm Crow|ALL=45
Storm Crow|POR=54
Storm Crow|S99=40
Storm Elemental|ALL=60
Storm Entity|FUT=23
Storm Front|TMP=63
Storm Herd|COM=55
Storm Herd|GPT=62
Storm Seeker|CHR=84
Storm Seeker|LEG=632
Storm Shaman|7ED=44
Storm Shaman|ALL=42
Storm Spirit|ICE=117
Storm World|LEG=2184
Stormbind|ICE=180
Stormbind|TSB=37
Stormblood Berserker|M12=55
Stormbound Geist|DKA=13
Stormcaller's Boon|ARB=14
Stormcloud Djinn|TSP=19
Stormfront Pegasus|M11=13
Stormfront Pegasus|M12=12
Stormfront Riders|PLC=22
Stormscale Anarch|DIS=36
Stormscape Apprentice|INV=32
Stormscape Battlemage|PLS=46
Stormscape Familiar|PLS=40
Stormscape Familiar|TSB=25
Stormscape Master|INV=86
Stormtide Leviathan|M11=53
Stormtide Leviathan|M13=35
Stormwatch Eagle|PCY=28
Story Circle|10E=172
Story Circle|8ED=284
Story Circle|9ED=142
Story Circle|MMQ=224
Strafe|PLS=42
Strands of Night|6ED=50
Strands of Night|7ED=46
Strands of Night|WTH=66
Strands of Undeath|RAV=13
Strandwalker|MBS=16
Strange Inversion|CHK=20
Stranglehold|COM=182
Strangleroot Geist|DKA=59
Strangling Soot|TSP=14
Strata Scythe|SOM=37
Stratadon|PLS=44
Strategic Planning|PTK=12002
Stratozeppelid|GPT=18
Straw Golem|WTH=66
Straw Soldiers|PTK=102
Stream Hopper|EVE=13
Stream of Acid|S99=632
Stream of Consciousness|BOK=22
Stream of Life|2ED=104
Stream of Life|3ED=68
Stream of Life|4ED=68
Stream of Life|5ED=51
Stream of Life|6ED=30
Stream of Life|7ED=30
Stream of Life|8ED=50
Stream of Life|9ED=26
Stream of Life|LEA=900
Stream of Life|LEB=376
Stream of Unconsciousness|MOR=14
Streambed Aquitects|LRW=14
Street Savvy|DIS=13
Street Spasm|RTR=19
Street Sweeper|RTR=19
Street Wraith|FUT=217
Streetbreaker Wurm|GPT=13
Strength in Numbers|TSP=14
Strength of Cedars|CHK=20
Strength of Isolation|TOR=38
Strength of Lunacy|TOR=52
Strength of Night|APC=28
Strength of the Tajuru|WWK=36
Strength of Unity|INV=30
Strider Harness|SOM=12
Strip Bare|SHM=14
Strip Mine|4ED=1532
Striped Bears|WTH=45
Stroke of Genius|USG=1030
Stromgald Cabal|5ED=132
Stromgald Cabal|6ED=86
Stromgald Cabal|ICE=123
Stromgald Crusader|CSP=237
Stromgald Spy|ALL=63
Stromkirk Captain|DKA=64
Stromkirk Noble|ISD=374
Stromkirk Patrol|ISD=13
Strongarm Tactics|ONS=78
Strongarm Thug|MMQ=40
Stronghold Assassin|7ED=128
Stronghold Assassin|STH=110
Stronghold Biologist|NMS=42
Stronghold Discipline|10E=21
Stronghold Discipline|NMS=28
Stronghold Gambit|NMS=80
Stronghold Machinist|NMS=42
Stronghold Overseer|TSP=52
Stronghold Rats|FUT=25
Stronghold Taskmaster|STH=44
Stronghold Zeppelin|NMS=42
Structural Collapse|GTC=14
Struggle for Sanity|CHK=19
Student of Elements|CHK=21
Stuffy Doll|M13=127
Stuffy Doll|TSP=375
Stun Sniper|ARB=21
Stunted Growth|ICE=198
Stun|10E=16
Stun|INV=30
Stun|TMP=45
Stupefying Touch|TOR=38
Stupor|6ED=136
Stupor|MIR=138
Stupor|TSB=51
Sturdy Hatchling|EVE=21
Sturmgeist|ISD=31
Su-Chi|ATQ=2044
Subdue|LEG=76
Sublime Archangel|M13=2233
Submerge|NMS=908
Subterranean Hangar|MMQ=68
Subterranean Shambler|TSP=14
Subterranean Spirit|MIR=123
Subversion|ULG=190
Sudden Death|TSP=42
Sudden Disappearance|DKA=32
Sudden Impact|10E=23
Sudden Impact|7ED=50
Sudden Impact|8ED=46
Sudden Impact|9ED=22
Sudden Impact|TMP=66
Sudden Shock|TSP=33
Sudden Spoiling|TSP=231
Sudden Strength|JUD=28
Suffocating Blast|APC=100
Suffocation|ALL=60
Suicidal Charge|CFX=14
Sulam Djinn|INV=42
Suleiman's Legacy|VIS=123
Sulfur Elemental|PLC=49
Sulfur Falls|ISD=749
Sulfur Vent|INV=38
Sulfuric Vapors|USG=90
Sulfuric Vortex|SCG=776
Sulfurous Blast|COM=24
Sulfurous Blast|TSP=25
Sulfurous Springs|10E=163
Sulfurous Springs|5ED=465
Sulfurous Springs|6ED=326
Sulfurous Springs|7ED=288
Sulfurous Springs|9ED=149
Sulfurous Springs|ICE=453
Summer Bloom|6ED=112
Summer Bloom|9ED=52
Summer Bloom|POR=630
Summer Bloom|S99=412
Summer Bloom|VIS=105
Summit Apes|WWK=20
Summon the School|LRW=31
Summoner's Bane|ZEN=18
Summoner's Egg|5DN=124
Summoner's Pact|FUT=790
Summoning Station|5DN=152
Summoning Trap|ZEN=90
Sun Clasp|VIS=42
Sun Droplet|MRD=132
Sun Quan, Lord of Wu|PTK=4208
Sun Titan|M11=374
Sun Titan|M12=353
Sun's Bounty|CSP=15
Sunastian Falconer|LEG=224
Sunbeam Spellbomb|MRD=28
Sunblast Angel|SOM=61
Suncrusher|5DN=72
Sunder from Within|SOK=22
Sundering Growth|RTR=20
Sundering Titan|DST=412
Sundering Vitae|RAV=14
Sunder|USG=294
Sundial of the Infinite|M12=46
Sunfire Balm|ONS=36
Sunflare Shaman|MOR=14
Sunforger|RAV=88
Sunglasses of Urza|2ED=776
Sunglasses of Urza|3ED=176
Sunglasses of Urza|4ED=168
Sunglasses of Urza|LEA=39780
Sunglasses of Urza|LEB=6636
Sungrass Egg|ODY=46
Sungrass Prairie|ODY=312
Sunhome Enforcer|RAV=26
Sunhome Guildmage|GTC=27
Sunhome, Fortress of the Legion|RAV=26
Sunken City|4ED=64
Sunken City|DRK=68
Sunken Field|PCY=56
Sunken Hope|10E=41
Sunken Hope|PC2=36
Sunken Hope|PLS=80
Sunken Ruins|SHM=950
Sunlance|PLC=16
Sunpetal Grove|M11=572
Sunpetal Grove|M12=574
Sunpetal Grove|M13=567
Sunrise Sovereign|LRW=47
Sunscape Apprentice|INV=30
Sunscape Battlemage|PLS=42
Sunscape Familiar|PLS=40
Sunscape Master|INV=86
Sunscour|CSP=74
Sunseed Nurturer|ALA=20
Sunspear Shikari|SOM=12
Sunspire Griffin|RTR=13
Sunspring Expedition|ZEN=14
Sunstone|ICE=69
Sunstrike Legionnaire|LGN=72
Suntail Hawk|10E=17
Suntail Hawk|8ED=32
Suntail Hawk|9ED=15
Suntail Hawk|JUD=32
Suntouched Myr|5DN=24
Sunweb|6ED=102
Sunweb|7ED=104
Sunweb|8ED=98
Sunweb|MIR=126
Superior Numbers|MIR=60
Supply // Demand|DIS=39
Suppression Field|RAV=26
Suppress|APC=38
Supreme Exemplar|MOR=41
Supreme Inquisitor|ONS=112
Supreme Verdict|RTR=384
Suq'Ata Assassin|VIS=135
Suq'Ata Firewalker|MIR=84
Suq'Ata Lancer|TSB=19
Suq'Ata Lancer|VIS=45
Surestrike Trident|DST=68
Surge Node|NPH=19
Surge of Strength|ALL=63
Surge of Thoughtweft|LRW=13
Surge of Zeal|RAV=13
Surgespanner|LRW=49
Surgical Extraction|NPH=335
Surgical Extraction|PRO=3275
Surging Aether|CSP=14
Surging Dementia|CSP=14
Surging Flame|CSP=15
Surging Might|CSP=15
Surging Sentinels|CSP=15
Surprise Deployment|PLS=42
Surrakar Banisher|WWK=13
Surrakar Marauder|ZEN=13
Surveilling Sprite|RAV=14
Survey the Wreckage|RTR=14
Survival of the Fittest|EXO=4340
Survivor of the Unseen|CSP=14
Sustainer of the Realm|7ED=52
Sustainer of the Realm|ULG=44
Sustaining Spirit|ALL=138
Sustenance|MMQ=40
Suture Priest|NPH=16
Suture Spirit|EVE=19
Sutured Ghoul|JUD=120
Sutured Ghoul|M12=35
Svogthos, the Restless Tomb|COM=19
Svogthos, the Restless Tomb|RAV=22
Svyelunite Priest|FEM=76
Svyelunite Temple|5ED=75
Svyelunite Temple|6ED=52
Svyelunite Temple|FEM=100
Swallowing Plague|CHK=19
Swamp (171)|NPH=12
Swamp - B|MBS=11
Swamp Mosquito|ALL=48
Swamp Mosquito|TSB=23
Swamp|10E=21
Swamp|2ED=176
Swamp|3ED=92
Swamp|4ED=112
Swamp|5ED=114
Swamp|6ED=52
Swamp|7ED=70
Swamp|8ED=20
Swamp|9ED=10
Swamp|ALA=13
Swamp|AVR=12
Swamp|CHK=14
Swamp|ICE=84
Swamp|INV=34
Swamp|ISD=16
Swamp|LEA=1556
Swamp|LEB=1636
Swamp|LRW=15
Swamp|M12=12
Swamp|M13=14
Swamp|MBS=11
Swamp|MIR=96
Swamp|MMQ=34
Swamp|MRD=26
Swamp|NPH=12
Swamp|ODY=30
Swamp|ONS=28
Swamp|PC2=15
Swamp|PO2=70
Swamp|POR=96
Swamp|PTK=186
Swamp|RAV=16
Swamp|RTR=15
Swamp|SHM=11
Swamp|SOM=12
Swamp|TMP=72
Swamp|TSP=15
Swamp|USG=20
Swans of Bryn Argoll|SHM=210
Swarm of Rats|8ED=88
Swarm of Rats|9ED=47
Swarm of Rats|PO2=130
Swarmyard|TSP=403
Swat|ONS=26
Swat|ULG=30
Sway of Illusion|INV=44
Sway of the Stars|BOK=41
Swell of Courage|MOR=19
Swelter|JUD=38
Swerve|ALA=37
Swift Justice|RTR=14
Swift Maneuver|CSP=15
Swift Silence|DIS=39
Swiftfoot Boots|M12=111
Swirl the Mists|CHK=36
Swirling Sandstorm|JUD=28
Swirling Spriggan|EVE=19
Switcheroo|M13=19
Swooping Talon|LGN=40
Sword Dancer|8ED=44
Sword Dancer|PCY=40
Sword of Body and Mind|SOM=800
Sword of Feast and Famine|MBS=1254
Sword of Fire and Ice|DST=6520
Sword of Kaldra|MRD=836
Sword of Light and Shadow|DST=5394
Sword of the Ages|LEG=4780
Sword of the Chosen|STH=82
Sword of the Meek|FUT=159
Sword of the Paruns|GPT=56
Sword of Vengeance|M11=154
Sword of War and Peace|NPH=1160
Swords to Plowshares|2ED=2332
Swords to Plowshares|3ED=1376
Swords to Plowshares|4ED=1340
Swords to Plowshares|ICE=1095
Swords to Plowshares|LEA=45144
Swords to Plowshares|LEB=29488
Sworn Defender|ALL=120
Sygg, River Cutthroat|SHM=167
Sygg, River Guide|LRW=56
Sylvan Basilisk|10E=27
Sylvan Basilisk|PO2=282
Sylvan Basilisk|S99=640
Sylvan Bounty|CFX=14
Sylvan Echoes|LRW=18
Sylvan Hierophant|WTH=63
Sylvan Library|4ED=4480
Sylvan Library|5ED=3324
Sylvan Library|LEG=13076
Sylvan Messenger|APC=200
Sylvan Might|ODY=44
Sylvan Paradise|LEG=172
Sylvan Primordial|GTC=183
Sylvan Ranger|M11=17
Sylvan Safekeeper|JUD=136
Sylvan Scrying|10E=371
Sylvan Scrying|MRD=648
Sylvan Tutor|POR=7269
Sylvan Yeti|PO2=280
Sylvan Yeti|S99=234
Sylvok Explorer|5DN=24
Sylvok Lifestaff|SOM=12
Sylvok Replica|SOM=11
Symbiosis|USG=32
Symbiotic Beast|ONS=36
Symbiotic Deployment|APC=70
Symbiotic Elf|ONS=26
Symbiotic Wurm|COM=43
Symbiotic Wurm|ONS=122
Symbol of Unsummoning|POR=51
Synapse Sliver|LGN=392
Synchronous Sliver|PLC=17
Syncopate|ODY=64
Syncopate|RTR=41
Syndic of Tithes|GTC=15
Syndicate Enforcer|GTC=14
Synod Artificer|DST=80
Synod Centurion|5DN=38
Synod Sanctum|MRD=38
Syphon Flesh|COM=43
Syphon Life|EVE=20
Syphon Mind|COM=19
Syphon Mind|ONS=34
Syphon Soul|6ED=38
Syphon Soul|LEG=124
Syphon Soul|ONS=30
Szadek, Lord of Secrets|COM=53
Szadek, Lord of Secrets|RAV=61
Tablet of Epityr|ATQ=72
Tablet of the Guilds|RTR=20
Tahngarth's Glare|APC=28
Tahngarth's Rage|TMP=63
Tahngarth, Talruum Hero|PLS=132
Taiga|2ED=42272
Taiga|3ED=23336
Taiga|LEA=200000
Tainted Aether|7ED=148
Tainted Aether|USG=124
Tainted Field|TOR=308
Tainted Isle|PC2=112
Tainted Isle|TOR=266
Tainted Pact|ODY=122
Tainted Peak|TOR=196
Tainted Sigil|ARB=22
Tainted Specter|MIR=120
Tainted Strike|SOM=13
Tainted Well|INV=30
Tainted Wood|TOR=260
Taj-Nar Swordsmith|MRD=46
Tajuru Archer|ZEN=19
Take Possession|FUT=56
Takeno's Cavalry|BOK=14
Takeno, Samurai General|CHK=50
Takenuma Bleeder|BOK=13
Takklemaggot|CHR=60
Takklemaggot|LEG=188
Talara's Bane|EVE=13
Talara's Battalion|EVE=340
Talas Air Ship|PO2=32
Talas Explorer|PO2=32
Talas Merchant|PO2=32
Talas Researcher|PO2=272
Talas Scout|PO2=34
Talas Warrior|PO2=582
Talisman of Dominance|MRD=44
Talisman of Impulse|MRD=44
Talisman of Indulgence|MRD=42
Talisman of Progress|MRD=54
Talisman of Unity|MRD=42
Tallowisp|BOK=26
Talon of Pain|DST=40
Talon Sliver|TMP=111
Talon Trooper|ARB=14
Talonrend|EVE=18
Talons of Falkenrath|DKA=13
Talrand's Invocation|M13=25
Talrand, Sky Summoner|M13=225
Talruum Champion|VIS=45
Talruum Minotaur|6ED=30
Talruum Minotaur|MIR=42
Talruum Piper|VIS=63
Talus Paladin|WWK=56
Tamanoa|CSP=56
Tamiyo, the Moon Sage|AVR=2121
Tandem Lookout|AVR=19
Tangle Angler|SOM=17
Tangle Asp|5DN=26
Tangle Golem|DST=28
Tangle Hulk|MBS=12
Tangle Kelp|DRK=88
Tangle Mantis|MBS=12
Tangle Spider|10E=23
Tangle Spider|DST=26
Tangle Wire|NMS=948
Tanglebloom|9ED=24
Tanglebloom|MRD=28
Tangleroot|MRD=70
Tanglesap|ZEN=13
Tanglewalker|DST=36
Tangle|INV=268
Taniwha|MIR=147
Taoist Hermit|PTK=1380
Taoist Mystic|PTK=1220
Tar Fiend|ALA=33
Tar Pit Warrior|VIS=45
Tar Pitcher|LRW=19
Tarfire|LRW=16
Tariel, Reckoner of Souls|COM=308
Tariff|6ED=124
Tariff|WTH=180
Tarmogoyf|FUT=10954
Tarnished Citadel|ODY=966
Tarox Bladewing|FUT=55
Tarpan|5ED=51
Tarpan|ICE=45
Task Force|MMQ=32
Task Mage Assembly|PCY=84
Taste for Mayhem|DIS=13
Taste of Blood|M12=12
Taste of Paradise|ALL=45
Tatsumasa, the Dragon's Fang|CHK=202
Tattered Drake|RAV=14
Tatterkite|SHM=18
Tattermunge Duo|SHM=14
Tattermunge Maniac|SHM=35
Tattermunge Witch|SHM=19
Tattoo Ward|ODY=40
Taunting Challenge|PTK=1138
Taunting Elf|ONS=48
Taunting Elf|UDS=44
Taunt|POR=300
Taurean Mauler|MOR=185
Tavern Swindler|RTR=19
Tawnos's Coffin|ATQ=7520
Tawnos's Wand|4ED=92
Tawnos's Wand|ATQ=144
Tawnos's Weaponry|4ED=80
Tawnos's Weaponry|5ED=75
Tawnos's Weaponry|ATQ=164
Teardrop Kami|BOK=14
Tears of Rage|DST=40
Tectonic Break|MMQ=92
Tectonic Edge|WWK=99
Tectonic Fiend|TSP=18
Tectonic Instability|INV=78
Tectonic Rift|M12=17
Teeka's Dragon|MIR=663
Teetering Peaks|ZEN=17
Teferi's Care|INV=42
Teferi's Curse|MIR=42
Teferi's Drake|MIR=42
Teferi's Honor Guard|VIS=63
Teferi's Imp|MIR=126
Teferi's Isle|MIR=240
Teferi's Moat|INV=154
Teferi's Moat|TSB=65
Teferi's Puzzle Box|6ED=214
Teferi's Puzzle Box|7ED=196
Teferi's Puzzle Box|8ED=190
Teferi's Puzzle Box|9ED=106
Teferi's Puzzle Box|VIS=288
Teferi's Realm|VIS=141
Teferi's Response|INV=94
Teferi's Veil|WTH=75
Teferi, Mage of Zhalfir|TSP=486
Tek|INV=104
Tel-Jilad Archers|MRD=28
Tel-Jilad Chosen|MRD=28
Tel-Jilad Defiance|SOM=11
Tel-Jilad Exile|MRD=26
Tel-Jilad Fallen|SOM=11
Tel-Jilad Justice|5DN=40
Tel-Jilad Lifebreather|5DN=26
Tel-Jilad Outrider|DST=26
Tel-Jilad Stylus|MRD=38
Tel-Jilad Wolf|DST=26
Telekinesis|LEG=2264
Telekinetic Bonds|JUD=74
Telekinetic Sliver|TSP=40
Telemin Performance|CFX=103
Telepathic Spies|7ED=30
Telepathic Spies|UDS=32
Telepathy|10E=24
Telepathy|7ED=50
Telepathy|8ED=44
Telepathy|9ED=22
Telepathy|USG=50
Teleportal|RTR=21
Teleport|CHR=96
Teleport|LEG=756
Telethopter|TMP=66
Telim'Tor's Darts|MIR=63
Telim'Tor's Edict|MIR=120
Telim'Tor|MIR=111
Teller of Tales|CHK=13
Telling Time|10E=35
Telling Time|RAV=30
Tempered Steel|SOM=132
Temper|STH=46
Tempest Drake|VIS=63
Tempest Efreet|4ED=172
Tempest Efreet|LEG=656
Tempest Owl|ZEN=13
Tempest of Light|10E=21
Tempest of Light|9ED=21
Tempest of Light|MRD=40
Temple Acolyte|PO2=56
Temple Bell|M11=49
Temple Elder|PO2=56
Temple Garden|RAV=1559
Temple Garden|RTR=1114
Temple of the False God|COM=52
Temple of the False God|SCG=108
Temporal Adept|7ED=148
Temporal Adept|8ED=136
Temporal Adept|9ED=81
Temporal Adept|UDS=154
Temporal Aperture|USG=262
Temporal Cascade|MRD=72
Temporal Distortion|INV=80
Temporal Eddy|TSP=14
Temporal Extortion|PLC=241
Temporal Fissure|SCG=28
Temporal Isolation|TSP=18
Temporal Manipulation|PO2=10862
Temporal Mastery|AVR=886
Temporal Spring|APC=30
Temporary Insanity|TOR=38
Temporary Truce|POR=384
Tempting Licid|STH=46
Tempting Wurm|ONS=78
Tendo Ice Bridge|BOK=197
Tendrils of Agony|SCG=262
Tendrils of Corruption|TSP=18
Tendrils of Despair|WTH=48
Teneb, the Harvester|COM=75
Teneb, the Harvester|PLC=79
Tenement Crasher|RTR=13
Tenza, Godo's Maul|CHK=25
Tephraderm|ONS=70
